student_id,student_name,teacher_id,teacher_name,confidence,source,evidence
36,Carlos Gracie Senior,v_mitsuyo_maeda,Mitsuyo Maeda,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
44,Helio Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
67,Rickson Gracie,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
5869,Jorge Pereira,67,Rickson Gracie,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
6403,Leonardo Dalla,5869,Jorge Pereira,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
1307,Lloyd Irvin,6403,Leonardo Dalla,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
8141,Aarae Alexander,1307,Lloyd Irvin,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > J. Pereira > Leo Dalla > Lloyd Irvin > Aarae Alexander
27,Rolls Gracie,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Roberto Traven > Philip Smith > Aaron Johnson
355,Romero Cavalcanti,27,Rolls Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Roberto Traven > Philip Smith > Aaron Johnson
1204,Roberto Traven,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Roberto Traven > Philip Smith > Aaron Johnson
v_philip_smith,Philip Smith,1204,Roberto Traven,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Roberto Traven > Philip Smith > Aaron Johnson
9246,Aaron Johnson,v_philip_smith,Philip Smith,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Roberto Traven > Philip Smith > Aaron Johnson
22,Carlson Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Carlson Gracie > Zé Mario Sperry > Rafael Haubert > Abdurakhman Bilarov
232,Jose Mario Sperry,22,Carlson Gracie,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Carlson Gracie > Zé Mario Sperry > Rafael Haubert > Abdurakhman Bilarov
v_rafael_haubert,Rafael Haubert,232,Jose Mario Sperry,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Carlson Gracie > Zé Mario Sperry > Rafael Haubert > Abdurakhman Bilarov
8494,Abdurakhman Bilarov,v_rafael_haubert,Rafael Haubert,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Carlson Gracie > Zé Mario Sperry > Rafael Haubert > Abdurakhman Bilarov
419,Leonardo Vieira,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Robert Drysdale > Abmar Barbosa
378,Robert Drysdale,419,Leonardo Vieira,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Robert Drysdale > Abmar Barbosa
390,Abmar Barbosa,378,Robert Drysdale,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Robert Drysdale > Abmar Barbosa
739,Marcelo Behring,67,Rickson Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Fernando Yamasaki > Abraham Tabar > Abraham Marte Messina
7856,Fernando Yamasaki,739,Marcelo Behring,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Fernando Yamasaki > Abraham Tabar > Abraham Marte Messina
v_abraham_tabar,Abraham Tabar,7856,Fernando Yamasaki,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Fernando Yamasaki > Abraham Tabar > Abraham Marte Messina
3083,Abraham Marte Messina,v_abraham_tabar,Abraham Tabar,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Fernando Yamasaki > Abraham Tabar > Abraham Marte Messina
3384,Crolin Gracie,2160,Carley Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Achilles Rocha
v_jorge_popovitch,Jorge Popovitch,3384,Crolin Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Achilles Rocha
919,Pablo Popovitch,v_jorge_popovitch,Jorge Popovitch,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Achilles Rocha
8394,Vagner Rocha,919,Pablo Popovitch,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Achilles Rocha
14157,Achilles Rocha,8394,Vagner Rocha,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Achilles Rocha
559,Rodrigo Medeiros,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Rodrigo “Comprido” Medeiros > Felipe Costa > Ryan Hall > Adam Benayoun
465,Felipe Costa,559,Rodrigo Medeiros,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Rodrigo “Comprido” Medeiros > Felipe Costa > Ryan Hall > Adam Benayoun
725,Ryan Hall,465,Felipe Costa,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Rodrigo “Comprido” Medeiros > Felipe Costa > Ryan Hall > Adam Benayoun
8814,Adam Benayoun,725,Ryan Hall,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Rodrigo “Comprido” Medeiros > Felipe Costa > Ryan Hall > Adam Benayoun
3384,Crolin Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > AJ Sousa > Adam Ferrara
5747,Arthur Sousa,919,Pablo Popovitch,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > AJ Sousa > Adam Ferrara
8131,Adam Ferrara,5747,Arthur Sousa,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > C. Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > AJ Sousa > Adam Ferrara
591,Ricardo Liborio,22,Carlson Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Ricardo Libório > Adam Kayoom
1133,Adam Kayoom,591,Ricardo Liborio,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Ricardo Libório > Adam Kayoom
338,Ricardo Vieira,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Alan Finfou > Adam Wardziński
289,Alan do Nascimento,338,Ricardo Vieira,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Alan Finfou > Adam Wardziński
7478,Adam Wardzinski,289,Alan do Nascimento,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Alan Finfou > Adam Wardziński
527,Oswaldo Fadda,2443,Luiz Franca,high,site_lineage_field,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Orlando Júnior > Ademir Barreto
3416,Monir Salomao,527,Oswaldo Fadda,high,site_lineage_field,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Orlando Júnior > Ademir Barreto
v_orlando_junior,Orlando Júnior,3416,Monir Salomao,high,site_lineage_field,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Orlando Júnior > Ademir Barreto
13245,Ademir Barreto,v_orlando_junior,Orlando Júnior,high,site_lineage_field,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Orlando Júnior > Ademir Barreto
515,Royler Gracie,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Admilson Brites
6339,Admilson Brites,515,Royler Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Admilson Brites
v_hilton_leao,Hilton Leão,v_yoshyo_kamada,Yoshyo Kamada,high,site_lineage_field,Lineage declarada no perfil: Yoshyo Kamada > Hilton Leão > João Eugênio > Ronaldo Lorentz > Admilson Gobi
v_joao_eugenio,João Eugênio,v_hilton_leao,Hilton Leão,high,site_lineage_field,Lineage declarada no perfil: Yoshyo Kamada > Hilton Leão > João Eugênio > Ronaldo Lorentz > Admilson Gobi
v_ronaldo_lorentz,Ronaldo Lorentz,v_joao_eugenio,João Eugênio,high,site_lineage_field,Lineage declarada no perfil: Yoshyo Kamada > Hilton Leão > João Eugênio > Ronaldo Lorentz > Admilson Gobi
v_admilson_gobi,Admilson Gobi,v_ronaldo_lorentz,Ronaldo Lorentz,high,site_lineage_field,Lineage declarada no perfil: Yoshyo Kamada > Hilton Leão > João Eugênio > Ronaldo Lorentz > Admilson Gobi
22,Carlson Gracie,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
fernando-pinduka,Fernando “Pinduka,22,Carlson Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
935,Leonardo Castello Branco,fernando-pinduka,Fernando “Pinduka,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
6006,Paulo Rezende,935,Leonardo Castello Branco,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
8696,Rodrigo Carvalho,6006,Paulo Rezende,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
9541,Aniel Bonifacio,8696,Rodrigo Carvalho,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Fernando “Pinduka > Leonardo Castello Branco > Paulo Rezende > Rodrigo Carvalho > Aniel Bonifacio
297,Carlos Gracie Junior,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
88,Jean Jacques Machado,297,Carlos Gracie Junior,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
1817,Rigan Machado,88,Jean Jacques Machado,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
705,John Will,1817,Rigan Machado,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
v_david_hart,David Hart,705,John Will,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
13498,Adele Fornarino,v_david_hart,David Hart,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Jean Jacques Machado > Rigan Machado > John Will > David Hart > Adele Fornarino
579,Octavio Couto,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Otavio Couto > Adriana Martins Pinto
v_adriana_martins_pinto,Adriana Martins Pinto,579,Octavio Couto,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Otavio Couto > Adriana Martins Pinto
1445,Rolker Gracie,515,Royler Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Guto Monteiro > Cristiano Carioca > Adriano Martins
guto-monteiro,Guto Monteiro,1445,Rolker Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Guto Monteiro > Cristiano Carioca > Adriano Martins
cristiano-carioca,Cristiano Carioca,guto-monteiro,Guto Monteiro,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Guto Monteiro > Cristiano Carioca > Adriano Martins
1116,Adriano Martins,cristiano-carioca,Cristiano Carioca,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Guto Monteiro > Cristiano Carioca > Adriano Martins
528,George Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > George Gracie > Octávio de Almeida Senior > Octávio de Almeida Junior > Adriano Silva
2216,Octavio de Almeida,528,George Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > George Gracie > Octávio de Almeida Senior > Octávio de Almeida Junior > Adriano Silva
v_octavio_de_almeida_junior,Octávio de Almeida Junior,2216,Octavio de Almeida,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > George Gracie > Octávio de Almeida Senior > Octávio de Almeida Junior > Adriano Silva
909,Adriano Silva,v_octavio_de_almeida_junior,Octávio de Almeida Junior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > George Gracie > Octávio de Almeida Senior > Octávio de Almeida Junior > Adriano Silva
v_eduardo_de_lima,Eduardo de Lima),297,Carlos Gracie Junior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Helio Gracie > Carlos Gracie Junior > Eduardo de Lima) > AJ Agazarm
4328,AJ Agazarm,v_eduardo_de_lima,Eduardo de Lima),high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Helio Gracie > Carlos Gracie Junior > Eduardo de Lima) > AJ Agazarm
297,Carlos Gracie Junior,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Helio Soneca > Alan Belcher
helio-soneca-moreira,Helio Soneca,297,Carlos Gracie Junior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Helio Soneca > Alan Belcher
2189,Alan Belcher,helio-soneca-moreira,Helio Soneca,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Helio Soneca > Alan Belcher
carlson-gracie-junior,Carlson Gracie Júnior,22,Carlson Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Carlson Gracie Júnior > Alan Moraes
2583,Alan Moraes,carlson-gracie-junior,Carlson Gracie Júnior,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Carlson Gracie Júnior > Alan Moraes
4317,Eddie Bravo,88,Jean Jacques Machado,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Hélio Gracie > Carlos Gracie Júnior > Jean Jaques Machado > Eddie Bravo > Denny Prokopos > Adam Sachnoff > Alan Sanchez
1498,Denny Prokopos,4317,Eddie Bravo,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Hélio Gracie > Carlos Gracie Júnior > Jean Jaques Machado > Eddie Bravo > Denny Prokopos > Adam Sachnoff > Alan Sanchez
v_adam_sachnoff,Adam Sachnoff,1498,Denny Prokopos,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Hélio Gracie > Carlos Gracie Júnior > Jean Jaques Machado > Eddie Bravo > Denny Prokopos > Adam Sachnoff > Alan Sanchez
12235,Alan Sanchez,v_adam_sachnoff,Adam Sachnoff,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Hélio Gracie > Carlos Gracie Júnior > Jean Jaques Machado > Eddie Bravo > Denny Prokopos > Adam Sachnoff > Alan Sanchez
696,Alberto Carmona,579,Octavio Couto,high,site_lineage_field,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Helio G > Rolls G. > R. Cavalcanti > Otavio Couto > Alberto Carmona
374,Vinicius Magalhaes,297,Carlos Gracie Junior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Helio Gracie > Carlos Gracie Junior > Vinicius Magalhães > Alberto Crane
2611,Alberto Crane,374,Vinicius Magalhaes,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Helio Gracie > Carlos Gracie Junior > Vinicius Magalhães > Alberto Crane
2003,Reyson Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
v_luiz_facanha,Luiz Façanha,2003,Reyson Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
v_cassio_facanha,Cássio Façanha,v_luiz_facanha,Luiz Façanha,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
v_ricardo_candido,Ricardo Candido,v_cassio_facanha,Cássio Façanha,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
6577,Marcos Santana,v_ricardo_candido,Ricardo Candido,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
v_wellyton_menezes_rildo_paiva,Wellyton Menezes/Rildo Paiva,6577,Marcos Santana,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
9876,Alef Brito,v_wellyton_menezes_rildo_paiva,Wellyton Menezes/Rildo Paiva,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Luiz Façanha > Cássio Façanha > Ricardo Candido > Marcos Santana > Wellyton Menezes/Rildo Paiva > Alef Brito
v_junior_cardoso,Junior Cardoso,515,Royler Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Junior Cardoso > Alex Martins
7660,Alex Martins,v_junior_cardoso,Junior Cardoso,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Junior Cardoso > Alex Martins
322,Fabio Gurgel,355,Romero Cavalcanti,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fábio Gurgel > Isaque Bahiense > Alex Munis
7552,Isaque Bahiense,322,Fabio Gurgel,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fábio Gurgel > Isaque Bahiense > Alex Munis
11746,Alex Munis,7552,Isaque Bahiense,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fábio Gurgel > Isaque Bahiense > Alex Munis
v_mario_yamasaki,Mario Yamasaki,739,Marcelo Behring,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Mario Yamasaki > David Jacobs > Greg Souders > Alex Nguyen
9037,David Jacobs,v_mario_yamasaki,Mario Yamasaki,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Mario Yamasaki > David Jacobs > Greg Souders > Alex Nguyen
13493,Greg Souders,9037,David Jacobs,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Mario Yamasaki > David Jacobs > Greg Souders > Alex Nguyen
13084,Alex Nguyen,13493,Greg Souders,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Mario Yamasaki > David Jacobs > Greg Souders > Alex Nguyen
3394,Robson Gracie,36,Carlos Gracie Senior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr > Robson Gracie > Aloísio Silva > Leka Vieira
v_aloisio_silva,Aloísio Silva,3394,Robson Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr > Robson Gracie > Aloísio Silva > Leka Vieira
1131,Alessandra Vieira,v_aloisio_silva,Aloísio Silva,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr > Robson Gracie > Aloísio Silva > Leka Vieira
1757,Alexander Trans,419,Leonardo Vieira,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Alexander Trans
1097,Waldomiro Perez,739,Marcelo Behring,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Mario Dias > Alessandro Capodeferro
601,Roberto Godoi,1097,Waldomiro Perez,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Mario Dias > Alessandro Capodeferro
492,Marco Barbosa,601,Roberto Godoi,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Mario Dias > Alessandro Capodeferro
v_mario_dias,Mario Dias,492,Marco Barbosa,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Mario Dias > Alessandro Capodeferro
1567,Alessandro Capodeferro,v_mario_dias,Mario Dias,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Mario Dias > Alessandro Capodeferro
524,Osvaldo Alves,2003,Reyson Gracie,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Alehander Mariano
v_luis_dagmar,Luis Dagmar,524,Osvaldo Alves,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Alehander Mariano
144,Andre Galvao,v_luis_dagmar,Luis Dagmar,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Alehander Mariano
13533,Alehander Mariano,144,Andre Galvao,high,site_lineage_field,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Alehander Mariano
361,Ricardo De La Riva,22,Carlson Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Ricardo De La Riva > Alexandre Baraúna
9166,Alexandre Barauna,361,Ricardo De La Riva,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Ricardo De La Riva > Alexandre Baraúna
553,Roberto Correa,297,Carlos Gracie Junior,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Hélio Gracie > Carlos Gracie Jr > Roberto Correa > Alexandre Cavaliere
9312,Alexandre Cavaliere,553,Roberto Correa,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Hélio Gracie > Carlos Gracie Jr > Roberto Correa > Alexandre Cavaliere
3384,Crolin Gracie,44,Helio Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Crolin Gracie > Alexandre de Souza
449,Alexandre de Souza,3384,Crolin Gracie,high,site_lineage_field,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Crolin Gracie > Alexandre de Souza
