student_id,student_name,teacher_id,teacher_name,confidence,source,match_quality,evidence,source_url
1297,Roger Coelho,720,Jorge Patino,high,bio_extraction,exact,Brazilian Jiu Jitsu black belt under Jorge Patino and Roberto Godoiwith many important medals in the BJJ circuit to his c,https://www.bjjheroes.com/?p=1297
8261,Rolando Samson,144,Andre Galvao,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under André Galvão, who is also one of the most talented athletes of his gener",https://www.bjjheroes.com/?p=8261
13158,Rose El Sharouni,419,Leonardo Vieira,high,bio_extraction,exact,"ler and a jiu-jitsu black belt under Leonardo Vieira, who represents Team Checkmatand the Brazilian Jiu-Jitsu Ac",https://www.bjjheroes.com/?p=13158
8100,Rudson Mateus,582,Caio Terra,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Caio Terra, being also one of the top representatives inside the CTA t",https://www.bjjheroes.com/?p=8100
13099,Rui Alves Neto,7552,Isaque Bahiense,high,bio_extraction,exact,"Neto is a jiu-jitsu black belt under Isaque Bahiense, who worked extensively with coaches Gabriel Figueiró and N",https://www.bjjheroes.com/?p=13099
14181,Salla Simola,6342,Pedro Duarte,high,bio_extraction,exact,"ler and a jiu-jitsu black belt under Pedro Duarte, who worked extensively with Miika Suvanto at Finn Fighters",https://www.bjjheroes.com/?p=14181
8192,Samantha Cook,405,Marco Canha,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Marco Canha, and one of the top Checkmat BJJteam representatives in the",https://www.bjjheroes.com/?p=8192
1436,Samir Chantre,2583,Alan Moraes,high,bio_extraction,exact,"Brazilian Jiu-Jitsublack belt under Alan Moraes, though much of his training has been supervised also by wo",https://www.bjjheroes.com/?p=1436
11510,Samuel Nagai,11725,Kaiser Girao,medium,bio_extraction,initial,"ler and a jiu-jitsu black belt under Keiser Girão, who also worked extensively under the tutelage of his own",https://www.bjjheroes.com/?p=11510
11111,Santeri Lilius,505,Roger Gracie,high,bio_extraction,exact,"lius is a jiu-jitsu black belt under Roger Graciewho is also the co-founder of the Lilius Barnatt Martial Arts Academy,",https://www.bjjheroes.com/?p=11111
481,Saulo Ribeiro,515,Royler Gracie,high,bio_extraction,exact,"Brazilian jiu-jitsu black belt under Royler Gracie, being widely regarded as one of thegreatest grapplersto ha",https://www.bjjheroes.com/?p=481
7695,Sebastian Brosche,9587,Eduardo Rios,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Eduardo Rios, being also one of the top grappling competitors of his gen",https://www.bjjheroes.com/?p=7695
1312,Sergio Gasparelli,677,Sergio Penha,high,bio_extraction,exact,"games. A Jiu Jitsu black belt under Sergio Penha, Babu (who is also a Judo black belt and certified Luta Liv",https://www.bjjheroes.com/?p=1312
677,Sergio Penha,524,Osvaldo Alves,high,bio_extraction,exact,"(7 grau) and a Judo black belt under Osvaldo Alves, he rose from purple belt to black belt without stopping at",https://www.bjjheroes.com/?p=677
895,Sergio Souza,22,Carlson Gracie,high,bio_extraction,exact,"and many others. A black belt under Master Carlson Gracie, Sergio Souza was also the co-founder of Rio Jiu-Jitsu Club",https://www.bjjheroes.com/?p=895
8528,Servio Tulio,2416,Felipe Pena,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Felipe Pena, having also worked extensively with coaches Rômulo Barral,",https://www.bjjheroes.com/?p=8528
1301,Shane Rice,67,Rickson Gracie,high,bio_extraction,exact,"an native to hold a black belt in Brazilian Jiu Jitsu under the legendary Rickson Gracie. With a vast competitive curriculum in Gi, Nogi (without the use of",https://www.bjjheroes.com/?p=1301
793,Shawn Williams,52,Renzo Gracie,high,bio_extraction,exact,"Brazilian Jiu Jitsublack belt under Renzo Gracie, being one of the most talented competitors of his generati",https://www.bjjheroes.com/?p=793
718,Silvana Abreu,314,Andre Terencio,high,bio_extraction,exact,"Brazilian Jiu Jitsu black belt under André Terencio. An incredible competitor during the 2000's decade, Silvana medaled in imp",https://www.bjjheroes.com/?p=718
9064,Silvio Duran,543,Rodrigo Cavaca,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Rodrigo Cavaca and Vitor Ribeiro, being also one of the main representatives of the",https://www.bjjheroes.com/?p=9064
1319,Shinya Aoki,996,Yuki Nakai,high,bio_extraction,exact,"Brazilian Jiu Jitsublack belt under Yuki Nakai, being also one of the most exciting grappling specialists",https://www.bjjheroes.com/?p=1319
13138,Steffen Banta,2403,Joao Gabriel Rocha,high,bio_extraction,exact,anta is a jiu-jitsu black belt under coach João Gabriel Rochaand a representative of team Alliance in the sport's global circu,https://www.bjjheroes.com/?p=13138
11697,Tainan Dalpra,415,Guilherme Mendes,high,bio_extraction,exact,"Dalpra is ajiu-jitsublack belt under Guilherme Mendes, and a representative of the Art Of Jiu-Jitsu Academy (AOJ)",https://www.bjjheroes.com/?p=11697
12654,Tarik Hopstock,9587,Eduardo Rios,high,bio_extraction,exact,"gian grappler and a black belt in jiu-jitsu under Eduardo Rios (Teta), who represents the Scandinavian team Frontline in t",https://www.bjjheroes.com/?p=12654
1290,Tarcisio Jardim,419,Leonardo Vieira,high,bio_extraction,exact,"Brazilian Jiu Jitsublack belt under Leonardo Vieira, having fought for important teams such as Nine Nine and Ch",https://www.bjjheroes.com/?p=1290
8718,Thais Ramos,3371,Eduardo Venancio,high,bio_extraction,exact,"mplished in 1998. A black belt under Eduardo Venâncio and Gabriel Ramos, Thaís was also a pioneer for women s capital (Brasíl",https://www.bjjheroes.com/?p=8718
12845,Thalyta Silva,6006,Paulo Rezende,high,bio_extraction,exact,"ler and a jiu-jitsu black belt under Paulo Rezendewho was developed in Rezende's famous academy in Poço de Caldas, Minas Gerais",https://www.bjjheroes.com/?p=12845
10099,Thalison Soares,1155,Cicero Costha,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Cicero Costhaand a representative of the Projeto Social Lutando Pelo Bem (PSLPB) Team, who wo",https://www.bjjheroes.com/?p=10099
10100,Thamara Ferreira,1155,Cicero Costha,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Cicero Costhaand a representative of the Guigo JJ academy, formerly with Projeto Social Lutan",https://www.bjjheroes.com/?p=10100
12542,Thamires Monteiro,875,Lucas Leite,high,bio_extraction,exact,"iro, is a jiu-jitsu black belt under Lucas Leite, who represents the Checkmat Teamin the sport's internation",https://www.bjjheroes.com/?p=12542
1178,Theodoro Canal,203,Julio Cesar,high,bio_extraction,exact,"rweight division. A black belt under Julio Cesar from Grappling Fight Team(GFT), Theodoro has won some of the world's top c",https://www.bjjheroes.com/?p=1178
11338,Thiago Abud,484,Murilo Santana,high,bio_extraction,exact,"Abud is a jiu-jitsu black belt under Murilo Santana, who worked extensively with Fernando Yamasaki, well-known",https://www.bjjheroes.com/?p=11338
537,Thiago Borges,396,Carlos Vieira,high,bio_extraction,exact,"Brazilian jiu jitsu black belt under the illustrious Carlos Vieira, being one of the first black belts to establish himself in",https://www.bjjheroes.com/?p=537
1727,Thiago Leiras,2304,Fernando Aleluia,medium,bio_extraction,initial,Brazilian Jiu Jitsu black belt under the prestigious Flavio Aleluia and a member of the Brazil 021 BJJ team. Having medalled in impor,https://www.bjjheroes.com/?p=1727
1555,Thiago Rogerio,314,Andre Terencio,high,bio_extraction,exact,Brazilian Jiu Jitsu black belt under André Terencio and one of the main instructors at the Brasil 021 team. Though Thia,https://www.bjjheroes.com/?p=1555
7865,Tiago Rocha,322,Fabio Gurgel,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Fábio Gurgel, and a former student of Elan Santiago. A member of the mul",https://www.bjjheroes.com/?p=7865
4145,Thiago Sa Fortes,338,Ricardo Vieira,high,bio_extraction,exact,"Brazilian Jiu-Jitsublack belt under Ricardo Vieira, and a top-level competitor in the IBJJF tournament circuit",https://www.bjjheroes.com/?p=4145
12057,Todd Margolis,1034,Pedro Sauer,high,bio_extraction,exact,"olis is a jiu-jitsu black belt under Pedro Sauer, founder of the Potomac MMA Academy, who worked extensively",https://www.bjjheroes.com/?p=12057
1994,Travis Lutter,745,Carlos Machado,high,bio_extraction,exact,"Lutter is ajiu jitsublack belt under Carlos Machadoand a former professional MMA fighter, famous for his win of The Ultimat",https://www.bjjheroes.com/?p=1994
8394,Vagner Rocha,919,Pablo Popovitch,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Pablo Popovitch, known for his achievements in grappling and mixed martial",https://www.bjjheroes.com/?p=8394
11909,Vanessa Griffin,4411,Julius Park,high,bio_extraction,exact,"ffin is a jiu-jitsu black belt under Julius Parkand a member of the Crazy 88 Academy, who often represents Team Lloyd Ir",https://www.bjjheroes.com/?p=11909
2073,Vanessa Oliveira,203,Julio Cesar,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Master Julio Cesar from Grappling Fight Team, and one of the top female competitors in the wo",https://www.bjjheroes.com/?p=2073
10210,Vedha Toscano,2266,Fabio Clemente,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Fábio Clemente(her father), and one of the main representatives of the Tea",https://www.bjjheroes.com/?p=10210
1617,Victor Estima,297,Carlos Gracie Junior,high,bio_extraction,exact,"stima is a Jiu-Jitsublack belt under Carlos Gracie Junior, who worked extensively with Zé Radioladuring the early yea",https://www.bjjheroes.com/?p=1617
1275,Vinicius Corrales,1411,Fernando Paradeda,high,bio_extraction,exact,"Brazilian Jiu Jitsu black belt under Fernando Paradeda from Porto Alegre, Brazil. One of the best fighters in the southern re",https://www.bjjheroes.com/?p=1275
9180,Vinicius Ferreira,322,Fabio Gurgel,high,bio_extraction,exact,"a Brazilianjiu-jitsublack belt under Fábio Gurgel and Michael Langhi, being also one of the top representatives of the Al",https://www.bjjheroes.com/?p=9180
13190,Vinicius Lessa,410,Claudio Calasans,high,bio_extraction,exact,"onal grappler and a black belt under Claudio Calasans& Álvaro Borges Junior, who worked extensively with coach An",https://www.bjjheroes.com/?p=13190
13417,Vinicius Liberati,1155,Cicero Costha,high,bio_extraction,exact,"rati is a jiu-jitsu black belt under Cicero Costha, who first made a name for himself in this sport while comp",https://www.bjjheroes.com/?p=13417
272,Wagner Campos,1586,Gabriel Ribeiro,medium,bio_extraction,initial,Brazilian Jiu Jitsu black belt under Gile Ribeiro and a former medallist in important tournaments such as the World,https://www.bjjheroes.com/?p=272
11709,Wallace Costa,11917,Gabriel Marinho,high,bio_extraction,exact,eira is a jiu-jitsu black belt under Gabriel Marinho and a representative of GFT (Grappling Fight Team). Wallace first,https://www.bjjheroes.com/?p=11709
1097,Waldomiro Perez,739,Marcelo Behring,high,bio_extraction,exact,"ate of Sao Paulo. A black belt in BJJ under Marcelo Behringand a Judo black belt under Olympic bronze medallist Shiak Ishi, Waldo",https://www.bjjheroes.com/?p=1097
11572,Waldir Filho,8409,Ricardo Marques,high,bio_extraction,exact,"Filho is ajiu-jitsublack belt under Ricardo Marquesand a representative of the Brazilian Top Team (BTT), Juiz de Fora branch, a pro",https://www.bjjheroes.com/?p=11572
11632,Washington Luis Lima,2512,Cezar Guimarães,medium,bio_extraction,initial,"Lima is a jiu-jitsu black belt under Master César Guimarães, who worked extensively with Júlio César Pereirawhile repre",https://www.bjjheroes.com/?p=11632
8842,Wanki Chae,1569,John Frankl,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under John Frankl, as well as a top contender in this sport's featherweight d",https://www.bjjheroes.com/?p=8842
13209,Welerson Goncalves,8305,Pedro Dias,medium,bio_extraction,initial,ler and a jiu-jitsu black belt under Polengue Dias who represents team Nova União in the International Brazilian Jiu-Jitsu Fe,https://www.bjjheroes.com/?p=13209
11559,William Abreu,224,Roberto Abreu,high,bio_extraction,exact,"is also a jiu-jitsu black belt under Roberto Abreu, as well as the head grappling coach of the Black House Aca",https://www.bjjheroes.com/?p=11559
11771,William Tackett,1207,Rodrigo Cabral,high,bio_extraction,exact,yle of grappling. A black belt under Rodrigo Cabral (Brucutu)and a representative of the Brazilian Fight Factor,https://www.bjjheroes.com/?p=11771
11293,Wilson Moreira Costa,1155,Cicero Costha,high,bio_extraction,exact,"n as is a jiu-jitsu black belt under Cicero Costha and Murilo Santana, from São Paulo, Brazil, who represents the PSLPB /",https://www.bjjheroes.com/?p=11293
8783,Yacinta Nguyen,8938,Jorge Britto,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Jorge Britto a rank she also achieved in judo, being an international caliber c",https://www.bjjheroes.com/?p=8783
12055,Yatan Bueno,690,Fernando Marques,high,bio_extraction,exact,"ueno is a jiu-jitsu black belt under Fernando Marques and Ubiratam dos Santos (Jacaré), who also represented the Dream Art Pro",https://www.bjjheroes.com/?p=12055
10897,Yara Soares,693,Luiz Guilherme,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Luiz Guilherme (Guigo), who worked extensively with Lloyd Irvin, having re",https://www.bjjheroes.com/?p=10897
9121,Ygor Rodrigues,5609,Marcio Rodrigues,high,bio_extraction,exact,"Brazilian Jiu-Jitsublack belt under Márcio Rodrigues(Ygor's father), being also one of the main representatives",https://www.bjjheroes.com/?p=9121
3348,Yukinori Sasa,996,Yuki Nakai,high,bio_extraction,exact,"Brazilian Jiu-Jitsublack belt under the legendary Yuki Nakai, from the renowned grappling academy Paraestra in Japan. Th",https://www.bjjheroes.com/?p=3348
11212,Yuri Hendrex,1155,Cicero Costha,high,bio_extraction,exact,drex is a jiu-jitsu black belt under Cicero Costha and Mardem Brito as well as a representative of the PSLPB academy in t,https://www.bjjheroes.com/?p=11212
1740,Yuri Simoes,338,Ricardo Vieira,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Ricardo Vieira, who is widely regarded as one of the top competitors of hi",https://www.bjjheroes.com/?p=1740
1122,Yusuke Honma,996,Yuki Nakai,high,bio_extraction,exact,"Jiu Jitsu, being a black belt under Yuki Nakaifrom the prestigious Paraestra academy, one of the first and finest BJJ institut",https://www.bjjheroes.com/?p=1122
13341,Zach Kaina,415,Guilherme Mendes,high,bio_extraction,exact,"jitsu athlete and a black belt under Guilherme Mendes, who represents team Art Of Jiu-Jitsu (AOJ) in the sport's",https://www.bjjheroes.com/?p=13341
1137,Zak Maxwell,6507,Regis Lebre,high,bio_extraction,exact,"Brazilian Jiu Jitsublack belt under Regis Lebre, and one of the top representatives of the Gracie Humaitaca",https://www.bjjheroes.com/?p=1137
4310,Tim Spriggs,4411,Julius Park,high,bio_extraction,exact,"Brazilian Jiu-Jitsublack belt under Julius Parkof the Crazy 88 academy, an affiliate of Lloyd Irvin's academy. Born and",https://www.bjjheroes.com/?p=4310
4334,Andre da Silva,634,Wendell Alexander,medium,bio_extraction,initial,"unity as André is a black belt under Wendel Alexander, and the head coach of Nova União's jiu jitsu team, at the",https://www.bjjheroes.com/?p=4334
4481,Mauro Ayres,714,Francisco Albuquerque,high,bio_extraction,exact,"Brazilian jiu-jitsu black belt under Francisco Albuquerque, previously with the Nova Geração academy, later gouing on",https://www.bjjheroes.com/?p=4481
4655,Michael Liera Junior,144,Andre Galvao,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under André Galvão, of the Atos academy, who is widely recognized as one of th",https://www.bjjheroes.com/?p=4655
4521,Erberth Santos,693,Luiz Guilherme,medium,bio_extraction,initial,"Brazilian jiu-jitsu black belt under Luis Guilherme(also known as Guigo), who was regarded as the sport's top b",https://www.bjjheroes.com/?p=4521
4687,Henry Akins,67,Rickson Gracie,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rickson Gracieand a former instructor at Rickson's academy in California, US. Often re",https://www.bjjheroes.com/?p=4687
4943,Bruno Fernandes,297,Carlos Gracie Junior,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Carlos Gracie Junior, being the founder and head instructor of Montreal's Gracie",https://www.bjjheroes.com/?p=4943
4912,Fernando Gurgel,355,Romero Cavalcanti,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Romero Cavalcanti, being also a founding member of the Alliance jiu-jitsu aca",https://www.bjjheroes.com/?p=4912
7856,Fernando Yamasaki,739,Marcelo Behring,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Marcelo Behring, as well as a judo black belt and former freestyle/greco ro",https://www.bjjheroes.com/?p=7856
4859,Ricardo Rezende,224,Roberto Abreu,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Roberto Abreu, being one of the most talented grapplers of his generation",https://www.bjjheroes.com/?p=4859
4851,Kim Terra,338,Ricardo Vieira,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Ricardo Vieira, who is widely recognized as one of the top representatives",https://www.bjjheroes.com/?p=4851
4877,Sergio Jardim,67,Rickson Gracie,high,bio_extraction,exact,"own as Sergio was a black belt under Rickson Gracieand a member of the original Rolls Gracieacademy, as well as acoral belt",https://www.bjjheroes.com/?p=4877
4794,Roy Harris,566,Joe Moreira,high,bio_extraction,exact,"suworld for being a black belt under Joe Moreiraand is often (wrongly) mentioned as a part of the , the first group of 1",https://www.bjjheroes.com/?p=4794
4993,Rodrigo Pagani,481,Saulo Ribeiro,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Saulo Ribeiro, being the director of the Ribeiro Jiu Jitsu Association in",https://www.bjjheroes.com/?p=4993
5016,Fabiano Scherner,627,Murilo Bustamante,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Murilo Bustamante and Duarte, a sport in which he won important titles such as the Brazi",https://www.bjjheroes.com/?p=5016
5020,Enson Inoue,3220,John Lewis,high,bio_extraction,exact,"ican born jiu jitsu black belt under John Lewis, being the founder of the world famous Purebred Academy. A",https://www.bjjheroes.com/?p=5020
5206,Andre Motta,78,Andre Pederneiras,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under André Pederneiras of Nova Uniao, being one of the team's top grappling competitors th",https://www.bjjheroes.com/?p=5206
5223,Carlos Rollyson,22,Carlson Gracie,high,bio_extraction,exact,"ree) who earned his black belt from Master Carlson Gracie, having also a black belt in judo, which he achieved while",https://www.bjjheroes.com/?p=5223
5324,Thomas DeBlass,278,Ricardo Almeida,high,bio_extraction,exact,Brazilian jiu jitsublack belt under Ricardo Almeida. With impressive competitive runs in both jiu jitsu/grappling and mixed mart,https://www.bjjheroes.com/?p=5324
5365,Beneil Dariush,5793,Bruno Paulista,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Bruno Paulista and Romulo Barral, who was regarded as one of the top grappling prospe",https://www.bjjheroes.com/?p=5365
5391,Dean Liebenberg,396,Carlos Vieira,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Carlos Vieira, being also the founder of Vermelho BJJ in Melbourne, Austr",https://www.bjjheroes.com/?p=5391
5410,Venla Luukkonen,6342,Pedro Duarte,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Pedro Duarte, of the Jyväskylän Fight Club (Hilti BJJ Jyväskylä) in Finl",https://www.bjjheroes.com/?p=5410
5417,Guilherme Augusto,5814,Everdan Olegario,high,bio_extraction,exact,Brazilian jiu-jitsu black belt under the illustrious Everdan Olegário(Mestre Dan). A member of the Alliance academy– Cohab branch,https://www.bjjheroes.com/?p=5417
12084,Guilherme Lambertucci,2416,Felipe Pena,high,bio_extraction,exact,"ler and a jiu-jitsu black belt under Felipe Pena, as well as a representative of the FP Team/Gracie Barracoa",https://www.bjjheroes.com/?p=12084
5447,Michael Musumeci,446,Gilbert Burns,high,bio_extraction,exact,Brazilian jiu-jitsublack belt under Gilbert Burns and Jonatas Gurgel. Musumeci made a name for himself in the lower belt,https://www.bjjheroes.com/?p=5447
5473,Ibrahim Inal,419,Leonardo Vieira,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Leonardo Vieira, being one of the pioneers and driving forces of this marti",https://www.bjjheroes.com/?p=5473
5617,Jamie Cruz,52,Renzo Gracie,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Renzo Gracie, being regarded as one of the top grappling instructors in",https://www.bjjheroes.com/?p=5617
5592,Alan Marques,1781,Ralph Gracie,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Ralph Gracie, and co-founder of On The Mat (OTM), a company that revolut",https://www.bjjheroes.com/?p=5592
5549,Louis Vintaloro,515,Royler Gracie,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Royler Gracie, being one of the pioneers of this grappling style in New J",https://www.bjjheroes.com/?p=5549
5756,Wellington Luis,1155,Cicero Costha,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Cicero Costha, and a member of the New School Brotherhood team, an academ",https://www.bjjheroes.com/?p=5756
5909,Thiago Abreu,543,Rodrigo Cavaca,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rodrigo Cavacaand a representative of the Checkmatteam in the sport's competitive circuit, hav",https://www.bjjheroes.com/?p=5909
5926,Thiago Gaia,492,Marco Barbosa,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Marco Barbosa, having spent most of his lower belt career under the tutel",https://www.bjjheroes.com/?p=5926
5930,Rodrigo Freitas,6186,Aldo Januario,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Aldo Januário(Caveirinha), known as one of the top competitors of his gen",https://www.bjjheroes.com/?p=5930
5842,Mahamed Aly,1307,Lloyd Irvin,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Lloyd Irvin, and a former student of Everaldo Penco as well as Antônio",https://www.bjjheroes.com/?p=5842
5789,Jose Tiago Barros,1155,Cicero Costha,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Cicero Costha, and one of the top light featherweight competitors of his",https://www.bjjheroes.com/?p=5789
5793,Bruno Paulista,449,Alexandre de Souza,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Alexandre de Souza, who also worked extensively with Master Deoclecio Paulo. M",https://www.bjjheroes.com/?p=5793
5854,Deborah Maxwell,481,Saulo Ribeiro,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Saulo Ribeiro, being part of the Woman's BJJ Dirty Dozenas the 3rd woman",https://www.bjjheroes.com/?p=5854
5858,Chris Haueter,1817,Rigan Machado,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rigan Machado, a grade achieved on December 1996 making Haueter a member",https://www.bjjheroes.com/?p=5858
5883,Felicia Oh,88,Jean Jacques Machado,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Jean Jacques Machado, being part of the Woman's BJJ Dirty Dozenas the 6th woman",https://www.bjjheroes.com/?p=5883
5992,Wilson Reis,601,Roberto Godoi,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Roberto Godoi, being one of the sport's most successful transitions to mi",https://www.bjjheroes.com/?p=5992
6006,Paulo Rezende,935,Leonardo Castello Branco,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Leonardo Castello Branco, being an iconic figure of the sport particularly in the Br",https://www.bjjheroes.com/?p=6006
6054,Adriano Moraes,1236,Antonio Carlos Junior,medium,bio_extraction,initial,"Brazilian jiu jitsublack belt under the illustrious Ataíde Junior of Team Constrictor, with whom he became also one of the top mixed",https://www.bjjheroes.com/?p=6054
6033,Nic Ruben Nikolaison,9587,Eduardo Rios,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Eduardo Rios, being one of the most accomplished grappling competitors i",https://www.bjjheroes.com/?p=6033
6060,Tomoyuki Hashimoto,996,Yuki Nakai,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Yuki Nakai, and one of the top rooster weight grapplers of his generat",https://www.bjjheroes.com/?p=6060
6081,Ataide Ludgero Junior,381,Armando Wridt,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Armando Wridt, being the founder of Constrictor Team, a grappling academy",https://www.bjjheroes.com/?p=6081
6084,Wander Braga,5869,Jorge Pereira,high,bio_extraction,exact,"lian jiu jitsu(BJJ) black belt under Jorge Pereira, being one of the most well known competitors in the BJJ an",https://www.bjjheroes.com/?p=6084
6103,Isaac Doederlein,147,Rubens Charles,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rubens Charles , who also trained extensively with Wellington Diasduring h",https://www.bjjheroes.com/?p=6103
6149,Karen Antunes,8218,Mayko Araujo,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Mayko Araújo, being also one of the top athletes in the sport's female l",https://www.bjjheroes.com/?p=6149
6151,Hiago George,1155,Cicero Costha,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under the illustrious Cícero Costha, being also one of the most accomplished light-featherweigh",https://www.bjjheroes.com/?p=6151
6156,Tanner Rice,147,Rubens Charles,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rubens Charles , who became known as the first American born athlete to be",https://www.bjjheroes.com/?p=6156
6158,Elan Santiago,960,Mauro Chueng,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under the illustrious Mauro Chueng, being known in the world of grappling for his incredible w",https://www.bjjheroes.com/?p=6158
6167,Ricco Rodriguez,88,Jean Jacques Machado,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Jean Jacques Machado, and an important figure in the history of the sport, being",https://www.bjjheroes.com/?p=6167
6176,Suyan Queiroz,22,Carlson Gracie,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Master Carlson Gracie, and one of the main lightweight competitors of the late 19",https://www.bjjheroes.com/?p=6176
6186,Aldo Januario,297,Carlos Gracie Junior,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Carlos Gracie Junior, who is widely recognized as one of the top grappling coach",https://www.bjjheroes.com/?p=6186
6196,Djalma Spindola,7579,Romulo Azevedo,medium,bio_extraction,initial,Brazilian jiu jitsublack belt under Rodolfo Azevedo and Admilson Brittes. Spindola earned the rank after a glorious campaign,https://www.bjjheroes.com/?p=6196
6203,Carlos Barreto,895,Sergio Souza,high,bio_extraction,exact,"rtial arts (MMA). A black belt under Sergio Souza, Barreto defended the flag of jiu jitsu and the Carlson Gra",https://www.bjjheroes.com/?p=6203
6258,Rodnei Barbosa,6006,Paulo Rezende,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under the prestigious Paulo Rezende, a coach known for having developed grapplers such as Marce",https://www.bjjheroes.com/?p=6258
6286,Alex Paz,627,Murilo Bustamante,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Murilo Bustamante and Ricardo Libório, as well as a multiple-time World and Brazilian Nat",https://www.bjjheroes.com/?p=6286
6311,Emyr Bussade,591,Ricardo Liborio,high,bio_extraction,exact,"Brazilian jiu-jitsu black belt under Ricardo Libório, and a representative of American Top Team (ATT), having bu",https://www.bjjheroes.com/?p=6311
6328,Jason Gagnon,147,Rubens Charles,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Rubens Charles , being also one of the top Canadian grapplers of his gener",https://www.bjjheroes.com/?p=6328
6419,Marcel Golcalves,224,Roberto Abreu,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under Roberto Abreu, recognized as the very first student of the Fight Sports t",https://www.bjjheroes.com/?p=6419
6403,Leonardo Dalla,5869,Jorge Pereira,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Master Jorge Pereira, known as one of the top super-heavyweight competitors duri",https://www.bjjheroes.com/?p=6403
6375,Ruan Oliveira,702,Muzio de Angelis,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Múzio de Angelis and Leandro Escobar. Ruan stood out in the lower belts of the sport, particularl",https://www.bjjheroes.com/?p=6375
6354,Jonathan Satava,16,Marcelo Garcia,high,bio_extraction,exact,"Brazilian jiu-jitsublack belt under the legendary Marcelo Garcia, being part of the golden generation of grapplers produced",https://www.bjjheroes.com/?p=6354
6351,Alec Baulding,355,Romero Cavalcanti,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Romero Cavalcanti, being one of the most accomplished grapplers produced by t",https://www.bjjheroes.com/?p=6351
6348,Henrique Gama Filho,714,Francisco Albuquerque,high,bio_extraction,exact,"Brazilian jiu jitsublack belt under Francisco Albuquerque , being also the son of the legendary Pedro Gama Filho, a h",https://www.bjjheroes.com/?p=6348
