id,name,first_name,last_name,nickname,team,url,bio,is_historical
10596,Cleber Luciano,Cleber,Luciano,,,https://www.bjjheroes.com/?p=10596,"Cleber Luciano is aBrazilian jiu-jitsublack belt underRoylerandRolker Gracieas well as a judo black belt with experience in mixed martial arts (MMA). A pioneering jiu-jitsu coach in Huntington Beach, California, where he arrived in the mid 1990s, Luciano made a name for himself as one of the most relevant competitors of his generation through his performances in the International Brazilian Jiu-Jitsu Federation (IBJJF) international circuit, in which Cleber earned Pans, World NoGi as well as World Masters gold medals. Full Name:Cleber Luciano Costa",False
7657,Cleber Sousa,Cleber,Sousa,Clandestino,Almeida JJ,https://www.bjjheroes.com/?p=7657,"Cleber de Sousa Fernandes, commonly known as Clandestino (or Clã) is aBrazilian jiu-jitsublack belt underCaio Almeida, and a representative of the Almeida JJ team in the sport’s best-known competitions. One of the top athletes of his generation, Cleber Sousa made a name for himself in the lower belt divisions of the International Brazilian Jiu-Jitsu Federation (IBJJF) by conquering important titles such as World, Pan American, and Brazilian champion. Full Name:Cleber de Sousa Fernandes",False
428,Celso Vinicius,Celso,Vinicius,Celsinho,Ryan Gracie,https://www.bjjheroes.com/?p=428,"Celso Venicius (often written as Vinicius, and also named Celsinho) was arguably the bestjiu-jitsulightweight competitor of the mid-2000s period. Promoted to black belt by the legendaryRoberto “Gordo”,Venicius was originally aGracie Barra academyrepresentative, later becoming the head coach at the Ryan Gracie Academy in Sao Paulo after Gracie’s tragic death in 2007. Celso Venicius has also ventured into MMA in the 2010’s decade. Full Name:Celso Venícius Alves Pinho Júnior",False
929,Cesar Gracie,Cesar,Gracie,,Gracie Elite,https://www.bjjheroes.com/?p=929,"Cesar Gracie is a member of the Gracie family, having been graded as aBrazilian Jiu-Jitsublack belt byCarlos Gracie Senior‘s son, BJJ red belt MasterRobson Gracie. Cesar Gracie spent his youth divided between the USA and Brazil, but settled in the United States in the early 1990s where he opened his own academy, that same academy became one of the most successful BJJ and MMA gyms in the world, with an incredible roster of stars such asDavid Terrell, the Diaz Brothers (Nick and Nate), Jake Shields and many others. Full Name:Cesar Gracie",False
2512,Cezar Guimarães,Cezar,Guimarães,Casquinha,Top Brother,https://www.bjjheroes.com/?p=2512,"Master Cezar Guimarães, also known by his nickname “Casquinha”, is aBrazilian Jiu Jitsublack belt produced by the oldCarlson Gracie Academy, who later founded the famed Rio de Janeiro academy Top Brother, a team that has brought forward some highly talented competitors in both BJJ and MMA (Mixed Martial Arts). Cezar Guimarães also has a black belt in Judo where he excelled as a competitor earning a spot in the Brazilian national junior squad. Full Name:Cezar Guimarães",False
9845,Chad Hardy,Chad,Hardy,,Team Shawn Hammonds,https://www.bjjheroes.com/?p=9845,"Chad Hardy, also known as “Beast” is aBrazilian jiu-jitsublack belt under Nick Albin (Chewy), who is also one of the top middleweight competitors of his generation as well as a well-respected member of Kentucky’s (USA) grappling community. Known throughout his career for his highly submission oriented ground game, Hardy is also respected for having overcome mental illness through the practice of sports, channeling his ailment to become one of the world’s best at jiu-jitsu. Full Name:Chad M. G. Hardy",False
7652,Charles Negromonte,Charles,Negromonte,,Gracie Barra,https://www.bjjheroes.com/?p=7652,"Charles Negromonte is aBrazilian jiu-jitsublack belt underZé Radiolaand a former member ofRoger Gracie‘s Association (RGA). Widely regarded as one of the top medium-heavyweight competitors of his generation, Charles Negromonte earned his reputation by earning important medals of theInternational Brazilian Jiu-Jitsu Federation (IBJJF) and Abu Dhabi Jiu-Jitsu Pro Tour (AJP) circuitssuch as the World No-Gi Championship, European Championships (Gi and No-Gi) as well as CBJJ’s Brazilian Nationals and the Abu Dhabi Grand Slam. Full Name:Charles Negromonte Santos",False
877,Charles Oliveira,Charles,Oliveira,do Bronx,Macaco Gold Team,https://www.bjjheroes.com/?p=877,"Charles Oliveira, commonly known as Charles “do Bronx”, is aBrazilian Jiu-Jitsublack belt underJorge Patino, who was one of the rising stars in the sport before making a career change to cage-fighting (MMA). In mixed martial arts, the former member of the “Macaco Gold Team” rapidly climbed up the ladder of success reaching the biggest fighting promotion in the sport, the Ultimate Fighting Championship (UFC), becoming the event’s lightweight champion on May 2021. Full Name:n/a",False
9545,Charlotte Von Baumgarten,Charlotte,Von Baumgarten,,Mathias Ribeiro JJ,https://www.bjjheroes.com/?p=9545,"Charlotte Von Baumgarten is a German-born grappler, and a black belt inBrazilian jiu-jitsuunder Ulf Ehlert, who also worked extensively with coach Mathias Ribeiro in Spain. Von Baumgarten became recognized as one of Europe’s main competitors after her wins in important International Brazilian Jiu-Jitsu Federation (IBJJF) tournaments such as the European Open (2019) and Masters European Championship (2017 + 2018), two wins that defined her as one of the top lightweights of her generation. Full Name:Charlotte von Baumgarten",False
13655,Chayse Diekema,Chayse,Diekema,,Frontline / Carlson Gracie,https://www.bjjheroes.com/?p=13655,"Chayse Diekema is a Canadian grappler and a jiu-jitsu black belt under Pedro Lott who represents Team Frontline in the sport’s global circuit, particularly in North America. Diekema first made waves in the sport as a colored belt athlete, a time when she had repeated success in important tournaments on the International Brazilian Jiu-Jitsu Federation (IBJJF) league, which included the Pan Championships, Brazilian Nationals, American Nationals, and European Open as a brown belt. Full Name:Chayse Chondelle Diekema",False
12708,Chloe McNally,Chloe,McNally,,Unity JJ,https://www.bjjheroes.com/?p=12708,"Chloé McNally is a grappling competitor and a black belt in jiu-jitsu underMurilo Santana, who represents the Unity Jiu-Jitsu Team of New York in the sport’s professional circuit. Chloé first made waves while competing in the colored belt divisions of the International Brazilian Jiu-Jitsu Federation (IBJJF) where she conquered Pan American and World No-Gi titles and medaled in numerous other important tournaments before making her mark at the professional level. Full Name:Chloé McNally",False
2402,Christian Graugart,Christian,Graugart,,,https://www.bjjheroes.com/?p=2402,"Christian Graugart, also known as “The BJJ Globetrotter” is a well-known figure in the sport/martial art of Brazilian Jiu-Jitsu and the founder ofBJJ Globetrotters(a global community set outside jiu Jitsu team politics that host BJJ training camps all over the world,) andBeltchecker.com. Graugart is also the co-founder of martial arts academy CSA.dk in Denmark and one of the original bloggers in the sport. A real jiu-jitsu entrepreneur, Christian Graugart is also a published author through his BJJ Globetrotter book, which tells the story of how in 2011 Christian traveled the world with the purpose of training in as many Jiu-Jitsu academies as possible meeting different cultures and personalities. Full Name:Christian Graugart",False
7808,Christian Moriarty,Christian,Moriarty,Chris,Alliance,https://www.bjjheroes.com/?p=7808,"Chris Moriarty is aBrazilian jiu jitsublack belt under the legendaryRomero Cavalcanti(Jacaré), and one of the top competitive representatives of theAlliance Academyduring the 2000’s decade in the United States of America. Moriarty later became a well respected instructor inside the grappling community. Full Name:Chris Moriarty",False
13747,Chris Tran,Chris,Tran,Shortround,Team Lloyd Irvin,https://www.bjjheroes.com/?p=13747,"Christopher Tran, also known as Shortround, is a jiu-jitsu black belt underJulius Parkof Crazy 88 / Team Lloyd Irvin, who competes in the North American grappling circuit. Chris Tran first broke out as one of the top athletes in his division as a brown belt, a time when he conquered important medals of the International Brazilian Jiu-Jitsu Federation (IBJJF) league, a good form he maintained when he was promoted to the pro-level. Full Name:Christopher Duyquan Tran",False
7821,Christian Uflaker,Christian,Uflaker,Charopinho,Uflacker Academy,https://www.bjjheroes.com/?p=7821,"Christian Uflacker, commonly known as Xaropinho is a judo andBrazilian jiu jitsublack belt underCarlos Gracie Junioras well as one of the main representatives of theGracie Barraacademy in the 2000’s era. Christian ventured into mixed martial arts (MMA) in 2008 – ending his career in 2012 with an undefeated record. Xaropinho is also an accomplished grappling coach, directing his students from the Chicago (IL) based gym, the Uflacker Academy. Full Name:Christian Tatin Uflacker",False
1155,Cicero Costha,Cicero,Costha,,PSLPB Cicero Costha,https://www.bjjheroes.com/?p=1155,"Cícero Costha is a respectedJiu-Jitsuinstructor, responsible for producing some of the sport’s biggest stars, including the Miyao Brothers,Leandro Lo,Thalison Soares,Hiago George,Tiago Barros, to name a few, out of his social project –Projeto Social Lutando Pelo Bem(PSLPB). Costha was also one of the top featherweight competitors of his generation, himself a student of another well known São Paulo based coach, Mr.Marco Barbosa. Full Name:Cícero Barbosa da Costha",False
12663,Claire North,Claire,North,,,https://www.bjjheroes.com/?p=12663,"Claire North is a jiu-jitsu black belt under John Gutta who represents both Tipping Point BJJ and TAC Team in the sport’s global circuit, where she earned an array of impressive competitive achievements despite working full-time in the pharmacy industry. Among the most important moments in North’s grappling career are the medals she conquered at the International Brazilian Jiu-Jitsu Federation’s (IBJJF) World Championships, Pan Championships, and the American Nationals. Full Name:Claire North",False
1523,Clark Gracie,Clark,Gracie,,Tipping Point BJJ,https://www.bjjheroes.com/?p=1523,"Clark Gracie is a Brazilian jiu-jitsu black belt underCarley Gracieand a member of the Gracie Family as well as one of the top middleweight BJJ competitors of his generation. Clark became known in the sport’s professional circuit, not only for his wins but also for his submission oriented grappling style. Full Name:Clark Rouson Gracie",False
7928,Claudia Doval,Claudia,Doval,,De La Riva JJ,https://www.bjjheroes.com/?p=7928,"Claudia do Val is a professional grappler and aBrazilian jiu-jitsublack belt as well as one of the top representatives of the Soul Fighters Association in the sport’s international circuit, a team she joined in 2019 after years representing the DLR squad. Do Val is also one of the rare cases in BJJ of someone who did not compete extensively while climbing the ranks of this martial art, but still conquered her space as one of the top grapplers of her generation. Full Name:Claudia Fernanda Onofre V. do Val",False
410,Claudio Calasans,Claudio,Calasans,Juninho,Atos,https://www.bjjheroes.com/?p=410,"Claudio Calasans is a Judo andBrazilian Jiu-Jitsublack belt, regarded by many BJJ enthusiasts as one of the top grappling middleweights in the sport. Claudio Calasans represents theAtos Jiu-Jitsuas well as the Calasans Camargo gym, being a training partner of names such asAndre Galvao,Guilherme&Rafael Mendesas well asBruno Frazatto. Full Name:Cláudio Calasans Camargo Junior",False
2100,Claudio Franca,Claudio,Franca,,,https://www.bjjheroes.com/?p=2100,"One of the biggest names forjiu-jitsuin Santa Cruz – California, Claudio Franca is a pioneer for BJJ in the United States, and one of the first instructors to open an academy on American soil. AFrancisco Mansorblack belt (5th degree), Claudio Franca has greatly developed jiu-jitsu in the USA through his academy and also by organizing and promoting the important US Open BJJ tournament, one of the top competitions in jiu-jitsu’s calendar. Claudio Franca was also one of the organizers of theCopa Atlântico Sulan important Brazilian tournament that ran during the 1980s and 1990s. Full Name:Claudio França",False
7749,Claudio Joanino,Claudio,Joanino,,Nova Uniao,https://www.bjjheroes.com/?p=7749,"Cláudio Joanino is aBrazilian jiu jitsublack belt underWendell Alexander, being also one of the historic figures of theNova Uniãoteam. A status Joanino conquered through his Macaé based BJJ academy, from which he produced some of NU’s top athletes – including competitors such asLuan Carvalho,Elo Soutoand André Pimenta. Full Name:Cláudio Joanino de Campos",False
489,Claudio Silva,Claudio,Silva,"Mineiro, Banheira",,https://www.bjjheroes.com/?p=489,"Claudio Henrique da Silva, also known as ‘Mineiro’ or ‘Hannibal’, is aBrazilian Jiu Jitsublack belt underRicardo Vieiraand a mixed martial arts (MMA) fighter. A true globetrotter of the sport, Claudio travelled throughout his native Brazil to train with the very best in the fight game, from Robert Drysdale to Paulo Rezende, Leonardo Vieira and the aforementioned Ricardo. Claudio moved to Europe (2006) as a purple belt and started competing more in MMA, becoming a member of the London Shootfighters professional fighting squad, in 2014 he returned to Brazil to pursue an MMA career with the Ultimate Fighting Championship. Full Name:Claudio Henrique da Silva",False
443,Claudio Mattos,Claudio,Mattos,Caloquinha,Gracie Barra,https://www.bjjheroes.com/?p=443,"Claudio Mattos also known as “Caloquinha” is aJiu Jitsublack belt underVinicius Magalhães, also known as Draculino, ofGracie Barra, one of the best grappling coaches in the world. Caloquinha is also a Brazilian National champion, South American champion and a Jiu Jitsu World Pro Championship Silver Medalist (2010). Full Name:Claudio Mattos",False
8870,Cleiton Soares Junior,Cleiton,Soares Junior,,Alliance,https://www.bjjheroes.com/?p=8870,"Cleito Soares Junior is aBrazilian jiu jitsublack belt under Cleito Soares (Senior), having also worked extensively withPaulo Rezendeand Ronald Bauer. Soares is widely regarded as one of the main representatives of theAlliance Jiu Jitsuteam in the sport’s rooster weight division, a reputation earned through his wins at important tournaments such as the International Brazilian Jiu Jitsu Federation’s (IBJJF) European Open, Curitiba Fall Open as well as at the Confederação Brasileira de Jiu Jitsu’s (CBJJ) Brazilian National Championship. Full Name:Cleito Soares de Resende Junior",False
7976,Cosmo Dias,Cosmo,Dias,,Nova Uniao,https://www.bjjheroes.com/?p=7976,"Cosmo Dias is aBrazilian jiu jitsucoral belt(7th degree), and a black belt under Master Nonato Machado. One of the most charismatic figures in this sport/martial art, Dias started competing during his late teens and continued being an avid competitor well into his 50’s. Challenging himself in a number of sports, from jiu jitsu to freestyle wrestling, long distance running, open water swimming (marathon swimming) and more, Cosmo Dias is also a strong advocate for the Krishna mantra, a doctrine based on non-violence. Full Name:Cosmo Ferreira Dias",False
12950,Cole Abate,Cole,Abate,,Art Of Jiu-Jitsu,https://www.bjjheroes.com/?p=12950,"Cole Abate is a professional grappler and a jiu-jitsu specialist who trains underGuilherme Mendesand represents team Art Of Jiu-Jitsu (AOJ) in the sport’s international circuit. Abate, commonly referred to as “Ice Cole” first made waves in the International Brazilian Jiu-Jitsu Federation (IBJJF) circuit while competing in the junior and juvenile divisions where he conquered numerous important titles, but it was his winning performance at the ADCC East Coast Trials (pro-division) – one of the biggest no-gi tournaments in the world – as a 16-year-old blue belt that gained the recognition of the mainstream audience. Full Name:Cole Anthony Abate",False
9150,Cole Franson,Cole,Franson,,Tinguinha JJ,https://www.bjjheroes.com/?p=9150,"Cole Franson is aBrazilianjiu-jitsu black belt underMaurício Mariano, being also one of the main representatives of the Tinguinha BJJ association in the sport’s adult black belt division. Franson built his reputation as one of America’s rising BJJ athletes while competing in the lower belt divisions of the sport, a time when Cole conquered important titles in the IBJJF Pan American Championship, the UAEJJF Continental Pro tournament, and the SJJF World Championships. Cole’s status was cemented during his very first few months at black belt with more important podium placements. Full Name:Cole Thomas Franson",False
12940,Cory Walker,Cory,Walker,,Team Lloyd Irvin,https://www.bjjheroes.com/?p=12940,"Cory “Skywalker” Walker is an American grappler and a jiu-jitsu black belt underLloyd Irvinwho worked extensively under the guidance of Donnie Achnick. Walker first made waves in the sport at the International Brazilian Jiu-Jitsu Federation (IBJJF) World Championships back in 2013, when he won the event as a blue belt, a gold medal he repeated in 2022 in the brown belt division while working a full-time job. Cory’s good form in the colored belt divisions continued as Walker advanced into the black belt level. Full Name:Cory Walker",False
1933,Craig Kukuk,Craig,Kukuk,,,https://www.bjjheroes.com/?p=1933,"Craig Kukuk was the first US native to achieve the rank ofBrazilian Jiu-Jitsublack belt (1992) by the hands ofRoyler Gracie. Kukuk is also the co-author of one of the very first Jiu-Jitsu instructionals sold to the American audience, the “Renzo Gracie – Craig Kukuk Brazilian Jiu Jitsu”, a historical piece of footage that helped advertise jiu-jitsu in the Northern Hemisphere at a time when this sport/martial art was not yet spread worldwide. Full Name:Craig Kukuk",False
8346,Craig Jones,Craig,Jones,,B Team,https://www.bjjheroes.com/?p=8346,"Craig Jones is an Australian grappler andBrazilian jiu-jitsublack belt underLachlan Gileswho worked extensively with coachJohn Danaher, being a big part of the famous Danaher Death Squad (DDS) competition team, led by Danaher during the late 2010s-to-early-2020s decades. Craig went on to represent the B-Team, a workgroup started by Jones alongside a few of his former DDS team members in 2021. An International Brazilian Jiu-Jitsu Federation (IBJJF) World No-Gi Champion (2015 in purple belt division) and a 2x ADCC Trials champion, Craig Jones turned many heads his way at the 2017 ADCC finals by submitting the tournament’s 88-kilogram #1 seed,Leandro Lo. Jones would later cement his status as one of the best grapplers of his generation by winning numerous prestigious events, including multiple belt titles in the Polaris Invitational promotion. Full Name:Craig Benjamin Jones",False
3185,Crezio Chaves,Crezio,Chaves,,,https://www.bjjheroes.com/?p=3185,"Crézio Chavez is an important figure ofJiu Jitsuhaving attained the9th degree(red belt) in the gentle art. Crézio Chavez competed several times for theGracie Academyin the 1950s decade inVale Tudofights ending his career undefeated. Chavez was also a great ambassador for BJJ in Petropolis, Brazil, where he opened the first academy of the region, he also fathered an importantCarlson Gracie Academyfighter of the 1980s and 1990, MrCrézio Sousa. Full Name:Was born Crezio Azevedo de Souza but changed its name to Crezio Chavez.",False
2062,Crezio de Souza,Crezio,de Souza,,Carlson Gracie,https://www.bjjheroes.com/?p=2062,"A 7th-degreejiu-jitsucoral beltand one of the main figures in the legendaryCarlson Gracie teamof the 1980/90s, Crezio de Souza was considered by many as the most technical fighter in the camp, who remained undefeated for 10 years. Crezio de Souza was also one of the pioneers in MMA (Vale Tudo in those days), having fought iconic fighters such as Dan Henderson and Johil de Oliveira. In 2002, partially blind due to the many wars on the rings & mats, Crezio de Souza became the first (and only) man over 40 to achieve a medal in the Brazilian National Jiu-Jitsu Championship (adult division). Full Name:Crezio de Souza Azevedo Filho",False
1108,Cristiano Carioca,Cristiano,Carioca,,,https://www.bjjheroes.com/?p=1108,"Cristiano Carioca is one of the most accomplished coaches inBrazilian Jiu Jitsuwho is not associated with a big team/academy. From his small gym in Manaus – Brazil named Carioca Team, Cristiano and gis brother Angelo Carioca managed to create a sizable team from which several BJJ stars have blossomed, fighters such asFernando Vieira,Ivaniel Oliveira,Adriano Martins, Andrezza Façanha and many others. Cristiano Carioca is also famed for his work in MMA, having coached former UFC champion Mauricio “Shogun” Rua and Norifumi “Kid” Yamamoto. Full Name:Cristiano Bezerra Carioca",False
2956,Cristiano Lazzarini,Cristiano,Lazzarini,Titi,Gracie Barra,https://www.bjjheroes.com/?p=2956,"Cristiano Lazzarini, commonly known in the fight world as “Titi” is aBrazilian Jiu Jitsublack belt underVinicius Draculino, who has had a tremendous career in BJJ with medals at the World Jiu Jitsu Championships, the Pan American, ADCC Brazilian trials,Submission de Camposand Brazilian Nationals. Titi Lazzarini has also fought in MMA and runs a gym in his native town of Belo Horizonte in Brazil. Full Name:Cristiano Santos lazzarini",False
159,Cristiano Marcello,Cristiano,Marcello,,CM System,https://www.bjjheroes.com/?p=159,"ABrazilian Jiu Jitsublack belt under the legendaryRoyler Gracie, Cristiano Marcelo made a name for himself in the BJJ and MMA world first for his successful run as as the coach of the legendary Mixed Martial Arts (MMA) team, Chute-Boxe. With his involvement with the team, Cristiano became himself an acknowledged MMA fighter, reaching the pinnacle of his recognition at the age of 34 after he entered the famous MMA TV show,The Ultimate Fighter: Live. Lineage:Mitsuyo Maeda >Carlos Gracie>Helio Gracie>Royler Gracie> Cristiano Marcello",False
3384,Crolin Gracie,Crolin,Gracie,,Gracie Gym,https://www.bjjheroes.com/?p=3384,"Crolin Gracie is aBrazilian Jiu Jitsucoral beltand the son of Gracie Jiu Jitsu founder,Carlos Gracie(Senior). Crolin was revered as the successor toRolls Gracie‘s throne as the family’s champion (rather thanRickson Gracie) in the 1970s, though a health condition would prevented him from following his older brother’s footsteps. Crolin Gracie was also one of the founders of theGracie Barra Academyas well as Gracie Gym and one of the great promoters for the sport in the southern region of Brazil (Florianópolis) while being involved in the technical development of great Jiu Jitsu fighters such asCarlos Machado,Rilion Gracie,Alexandre de SouzaorPablo Popovitch. Full Name:Crolin Gracie",False
5781,Cynthia Omatsu,Cynthia,Omatsu,Cindy,,https://www.bjjheroes.com/?p=5781,"Cynthia Omatsu, commonly known as Cindy Omatsu, is a Japanese-American black belt inBrazilian jiu jitsuunderRigan MachadoandLeka Vieira, best known as the first female grappler outside of Brazil to have achieved the rank of black belt in this martial art (2002), while also being the first woman to earn the grade from another woman in the sport. Omatsu gained notoriety in the martial arts circuit as an interviewer for Grapple TV during the early/mid 2000’s, co-hosting the online show with a fellow teammate Felicia Oh. Full Name:Cynthia Ann Omatsu",False
9152,Daisuke Shiraki,Daisuke,Shiraki,"Sugie, Amazon",Carpe Diem,https://www.bjjheroes.com/?p=9152,"Daisuke Shiraki, formerly known as Daisuke Sugie and also Daisuke “Amazon”, is a well known Japanese grappler and former professional mixed martial arts (MMA) fighter as well as one of the countries most successfulBrazilianjiu jitsu competitors. A black belt underYuki Nakai, Daisuke Shiraki is also part of the Carpe Diem Academy, a group he joined in 2012. Full Name:Daisuke Shiraki",False
12356,Damion Oranday,Damion,Oranday,,Oranday Bros,https://www.bjjheroes.com/?p=12356,"Damion Oranday is a jiu-jitsu black belt under Lucas Lepri as well as a representative of the Alliance team in the sport’s international circuit, who is also the co-founder of the Oranday Bros Jiu-Jitsu Academy in Port Neches, TX., a team he started alongside his family (Austin Oranday [brother], Camryn Oranday [sister], Bambi Renee Oranday Martin [mother], and Aaron Martin [stepfather]). Although successful during his colored belt career, Oranday gained worldwide notoriety in the sport during his black belt debut year, when he conquered wins over big names of the sport such as Keven Carrasco, Daniel Maira, Rodrigo Gortari, to name a few. Full Name:Damion Shaun Oranday",False
11949,Daniel Amorim Junior,Daniel,Amorim Junior,,Double Five,https://www.bjjheroes.com/?p=11949,"Daniel Amorim Junior is a professional jiu-jitsu black belt underLeandro Escobar(Tatu), who worked extensively with his father – Daniel Oliveira Amorim (Senior) – as well asRafael Barros (Fofitio), Max Câmara,Rafael Mendes, andGuilherme Mendes. Mostly known as one of the main representatives of the Double Five team in the sport’s international circuit, Amorim Junior also worked extensively with two of the top talent producers in the world, while climbing the ranks of jiu-jitsu, namely the Oriente Academy (Niteroi, Brazil) and AOJ’s Believe & Achieve program (California, US). Full Name:Daniel de Oliveira Amorim Junior",False
708,Daniel Azevedo,Daniel,Azevedo,,Cia Paulista,https://www.bjjheroes.com/?p=708,"Daniel Azevedo is one of the top jiu jitsu fighters in the Super Pesado weight division. This Cia Paulista standout moved from his hometown of Brasília to Sao Paulo in 2007 looking find more competitive sparring partners, a shift that has paid off in 2010 with two extremely important wins at the World BJJ Cup (CBJJE) and Sao Paulo Cup (WLPJJ). Daniel moved to the United States at a later stage, joining Fight Sports of Roberto Abreu, becoming one of the biggest names in the Miami grappling scene. Full Name:n/a",False
1019,Daniel Beleza,Daniel,Beleza,,SAS,https://www.bjjheroes.com/?p=1019,"Daniel Beleza is one of the bestBrazilian Jiu Jitsucompetitors to have come out from the famous “Sazinho” BJJ academy (SAS) located in Fortaleza, Brazil. A black belt since December 2000 Daniel Beleza has obtained several important titles such as Pan American champion and World Cup champion (CBJJO). Following a certain BJJ black belt trend at the turn of the millenium Daniel Beleza made the transition across to the United States to coach and compete, having settled in Pennsylvania. Daniel Beleza is also from an unusual “non-Gracie/Maeda” lineage, being instead from the line of Takeo Iano andMaster Francisco Sá. Full Name:Daniel Beleza G. de Andrade",False
12419,Daniel Diniz,Daniel,Diniz,,Checkmat,https://www.bjjheroes.com/?p=12419,"Daniel Aquino Diniz Coelho Santos, commonly known as Daniel Diniz, is a professional grappler and a jiu-jitsu black belt underLucas Leite, who also worked extensively with other coaches such asLeonardo Vieira, Pedro Franzosi, Diego, andTiago Pereira. Daniel Diniz first made waves in the sport as a colored belt, taking medals in the International Brazilian Jiu-Jitsu Federation (IBJJF) South American and Pan American Championships, later cementing his status as a black belt. Full Name:Daniel Aquino Diniz Coelho Santos",False
1281,Daniel Garcia Dias,Daniel,Garcia Dias,,Nova Uniao,https://www.bjjheroes.com/?p=1281,"Daniel Garcia, also known as “Neguinho”, is aBrazilian Jiu Jitsublack belt under Rodrigo Feijão from theNova Uniãoteam. A World Cup champion, Daniel struggled with lack of sponsorships for years, failing to compete at many international tournaments due to shortage of funds, though he remained as one of the great fighters in his native Brazil. Full Name:Daniel Garcia Dias",False
11919,Daniel Gracie,Daniel,Gracie,,Renzo Gracie,https://www.bjjheroes.com/?p=11919,"aniel Maira is a professional jiu-jitsu athlete and a black belt underMikey Musumeci, who trained extensively withMarcelo Garciaat theAlliance, New York Academy. A co-founder of the Movement Art Jiu-Jitsu Academy in Philadelphia, Maira became widely recognized as one of the top competitors of his generation after his wins at the Pan American Championships (gi and no-gi) in the brown belt division during 2020. Full Name:Daniel Maira",False
453,Daniel Moraes,Daniel,Moraes,,Relson Gracie,https://www.bjjheroes.com/?p=453,"Daniel Correia, commonly known as Daniel “Moraes” is aBrazilian Jiu Jitsublack belt underRoyler Gracieand Marcelo Clemente, being known as one of the best lightweight competitors of his generation through his numerous titles such as World jiu jitsu champion and Pan American jiu jitsu champion. Once Daniel left his native Brazil to move to the USA he became a head coach at theRelson Gracieacademy, where he was revered for his important work. Full Name:Daniel Correia",False
12918,Daniel Sathler,Daniel,Sathler,,Atos,https://www.bjjheroes.com/?p=12918,"Daniel Sathler Campos is a professional grappler and a jiu-jitsu black belt underAndré Galvão, who worked extensively with other coaches such asAngelica Galvão,Júlio César Pereira, and Denis Machado during his climb to the uper echelon of the sport. Sathler first made waves as a juvenile competitor when he conquered important cadet age-group tournaments of the International Brazilian Jiu-Jitsu Federation (IBJJF) such as the World Championships, European Open, and Pan American Championships, later cementing his claim as one of his generation’s top competitors with successful runs in the adult division. Full Name:Daniel Sathler Campos",False
994,Daniel Otero,Daniel,Otero,,Equipe Fabricio,https://www.bjjheroes.com/?p=994,"Daniel Otero is an accomplished Brazilian Jiu Jitsu black belt underFabricio Martins, having won several important trophies such as the CBJJ Brasileiro (Brazilian Nationals) and the IBJJF World Championship. Otero has also ventured successfully into the world of MMA (mixed martial arts) where he competed in prestigious shows such as Max Fights and Shooto. Full Name:Daniel Moreno Otero",False
1145,Daniel Valverde,Daniel,Valverde,,,https://www.bjjheroes.com/?p=1145,"Daniel Valverde is an accomplished Judo andJiu-Jitsublack belt from the state of Bahia in Brazil, having been 10x state champion in Judo and 4x in BJJ (weight and absolute) with experience in the ADCC (the world’s most prestigious Submission Wrestling tournament) as well as a World Nogi champion, a title won in 2007. Daniel Valverde well known amongst the MMA fans after taking part in the coaching staff ofTeam Nogueiraat The Ultimate Fighter reality show (TUF 8) which aired in 2008. Full name:Daniel Fontes Valverde",False
7997,Danielle Alvarez,Danielle,Alvarez,,LEAD BJJ,https://www.bjjheroes.com/?p=7997,"Danielle Alvarez is aBrazilian jiu jitsublack belt underDanny Alvarez(her father), having also worked extensively withLetícia Ribeiro. A member of team LEAD BJJ, Danielle is widely regarded as one of the top competitors of her generation, a reputation earned through Alvarez’s performances in the lower belt divisions of the sport, where she conquered important titles such as IBJJF World Champion, IBJJF World No-Gi Champion and IBJJF Pan-American Champion. Full Name:Danielle Renee Alvarez",False
9325,Danilo Borovic,Danilo,Borovic,,,https://www.bjjheroes.com/?p=9325,"Danilo Borovic, commonly referenced as Dan Borovic, is aBrazilian jiu-jitsublack belt of Serbian descent, who earned his rank while training under Scott Huston and worked extensively withRodrigo ‘Comprido’ Medeiroswhile climbing the ranks of the sport. Already regarded as a hot prospect for BJJ as a brown belt, Borovic’s status was showcased to a wider audience on March 2017, after a fantastic performance at the 11th edition of the Eddie Bravo Invitational (EBI 11). Dan Borovic is also known for his work as a grappling coach of former Ultimate Fighting Championship (UFC) lightweight champion Anthony ‘Showtime’ Pettis. Full Name:Danilo Borovic",False
8036,Danilo Cherman,Danilo,Cherman,,Nova Uniao,https://www.bjjheroes.com/?p=8036,"Danilo Cherman is aBrazilian jiu jitsublack belt underAndré PederneirasofNova União(NU) and a pioneer for the team in the field of mixed martial arts (MMA), having fought in historic promotions such as Shooto (Japan), Fury FC (Brazil) and Cage Rage (UK). In the sport of jiu jitsu Danilo Cherman conquered titles in tournaments such as the CBJJO World Cup, CBJJ’sBrasileiro(Brazilian Nationals) and FJJ-Rio’s State Championships among many others. Full Name:Danilo Cherman Goltsman",False
10953,Danilo Moreira,Danilo,Moreira,,PSQGL,https://www.bjjheroes.com/?p=10953,"Danilo Moreira is aBrazilian jiu-jitsublack belt under Luiz “Majorzão” Oliveira, who also worked extensively with Marcelo Carvalho Moreira (father),Osvaldo MoizinhoandSamir Chantre. Moreira built his reputation as one of the leading athletes of his generation while competing in the colored belt divisions of the sport, later cementing his status as a black belt while competing in the International Brazilian Jiu-Jitsu Federation (IBJJF) circuit where he conquered numerous International events. Full Name:Danilo Soares Moreira",False
