claim_id,student_person_id,student_name,promoter_person_id,teacher_name,claim_type,relationship_label,status,evidence_level,notes
bjj-13853-v_diego_ramos,13853,Inacio Santos,v_diego_ramos,Diego Ramos,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Orlando Saraiva > Marcelo Ferreira > Caio Barbante > Diego Ramos > Inacio Santos
bjj-v_ricardo_barros_chita-6539,v_ricardo_barros_chita,Ricardo Barros “Chita”,6539,Francisco Pinto Sa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Iano > Master Francisco Sá > Carlos Pinto Sá “Sazinho” > Ricardo Barros “Chita” > Edilson Albuquerque > Ingridd Alves
bjj-v_edilson_albuquerque-v_ricardo_barros_chita,v_edilson_albuquerque,Edilson Albuquerque,v_ricardo_barros_chita,Ricardo Barros “Chita”,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Iano > Master Francisco Sá > Carlos Pinto Sá “Sazinho” > Ricardo Barros “Chita” > Edilson Albuquerque > Ingridd Alves
bjj-11929-v_edilson_albuquerque,11929,Ingridd Alves,v_edilson_albuquerque,Edilson Albuquerque,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Iano > Master Francisco Sá > Carlos Pinto Sá “Sazinho” > Ricardo Barros “Chita” > Edilson Albuquerque > Ingridd Alves
bjj-10408-203,10408,Israel Sousa,203,Julio Cesar,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Israel Sousa
bjj-1542-203,1542,Italo Lins,203,Julio Cesar,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Julio Cesar Pereira > Italo Lins
bjj-13660-5414,13660,Italo Lima Costa,5414,Osvaldo Moizinho,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Francisco Mansur > Augusto Mendes > Osvaldo Moizinho > Italo Lima Costa
bjj-10295-1155,10295,Italo Moura,1155,Cicero Costha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Cicero Costha > Italo Moura
bjj-6379-935,6379,Itallo Vilardo,935,Leonardo Castello Branco,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Carlson Gracie > F. Pinduka > Leo Castello Branco > Ítallo Vilardo
bjj-v_choi_won_choi-630,v_choi_won_choi,Choi Won Choi,630,Ricardo Miller,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Ricardo Miller > Choi Won Choi > Inseong Jang
bjj-9606-v_choi_won_choi,9606,Iseong Jang,v_choi_won_choi,Choi Won Choi,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Ricardo Miller > Choi Won Choi > Inseong Jang
bjj-v_elinor_batista-6539,v_elinor_batista,Elinor Batista,6539,Francisco Pinto Sa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Iano > Francisco Sá > Francisco Pinto Sá (Sázinho) > Elinor Batista > Ismael Santos
bjj-12633-v_elinor_batista,12633,Ismael Santos,v_elinor_batista,Elinor Batista,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Iano > Francisco Sá > Francisco Pinto Sá (Sázinho) > Elinor Batista > Ismael Santos
bjj-v_osmar_mouzinho-v_takeo_yano,v_osmar_mouzinho,Osmar Mouzinho,v_takeo_yano,Takeo Yano,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Yano > Osmar Mouzinho > Agatangelo Braga > Ivan Gomes
bjj-v_agatangelo_braga-v_osmar_mouzinho,v_agatangelo_braga,Agatangelo Braga,v_osmar_mouzinho,Osmar Mouzinho,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Yano > Osmar Mouzinho > Agatangelo Braga > Ivan Gomes
bjj-2335-v_agatangelo_braga,2335,Ivan Gomes,v_agatangelo_braga,Agatangelo Braga,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Takeo Yano > Osmar Mouzinho > Agatangelo Braga > Ivan Gomes
bjj-v_luis_facanha-2003,v_luis_facanha,Luís Façanha,2003,Reyson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,"Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reyson Gracie > Luís Façanha > Monteiro Brothers (Fabio, Gustavo, Yano & Lucio) > Cristiano Carioca > Ivaniel Oliveira"
bjj-guto-monteiro-v_luis_facanha,guto-monteiro,Guto Monteiro,v_luis_facanha,Luís Façanha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,"Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reyson Gracie > Luís Façanha > Monteiro Brothers (Fabio, Gustavo, Yano & Lucio) > Cristiano Carioca > Ivaniel Oliveira"
bjj-1874-1108,1874,Ivaniel Oliveira,1108,Cristiano Carioca,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,"Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reyson Gracie > Luís Façanha > Monteiro Brothers (Fabio, Gustavo, Yano & Lucio) > Cristiano Carioca > Ivaniel Oliveira"
bjj-11939-875,11939,Jackson Douglas,875,Lucas Leite,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Lucas Leite > Jackson Douglas
bjj-3200-338,3200,Jackson Sousa,338,Ricardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Jackson Sousa
bjj-11208-875,11208,Jackson Nagai,875,Lucas Leite,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > H. Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Lucas Leite > Jackson Nagai
bjj-13162-11359,13162,Jacob Couch,11359,Heath Pedigo,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > H. Gracie > Rickson Gracie > Rodrigo Vaghi > Heath Pedigo > Jacob Couch
bjj-8168-7675,8168,Jaqueline Amorim,7675,Faustino Neto,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Osvaldo Alves > Faustino Neto (Pina) > Jaqueline Amorim
bjj-1386-2512,1386,Davi Ramos,2512,Cezar Guimarães,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Davi Ramos > Jaine Fragoso
bjj-14017-1386,14017,Jaine Fragoso,1386,Davi Ramos,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Davi Ramos > Jaine Fragoso
bjj-8756-5747,8756,Jake Ferrara,5747,Arthur Sousa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > AJ Sousa > Jake Ferrara
bjj-1014-224,1014,Jake Mackenzie,224,Roberto Abreu,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Carlson Gracie > Francisco Albuquerque > Roberto Abreu > Jake Mackenzie
bjj-10240-7747,10240,Jake Watson,7747,Andre Maracaba,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Royler Gracie > Regis Lebre > André Maracaba > Jake Watson
bjj-10986-422,10986,Jakub Zajkowski,422,Braulio Estima,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie Sr. > Helio Gracie > Carlos Gracie Jr > Braulio Estima > Jakub Zajkowski
bjj-1526-919,1526,James Brasco,919,Pablo Popovitch,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > James Brasco
bjj-1768-1307,1768,James Harbison,1307,Lloyd Irvin,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > Jorge Pereira > Leo Dalla > Lloyd Irvin > James Harbison
bjj-576-745,576,Rafael Lovato Jr,745,Carlos Machado,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Carlos Machado > Rafael Lovato Jr > James Puopolo
bjj-1827-576,1827,James Puopolo,576,Rafael Lovato Jr,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Carlos Machado > Rafael Lovato Jr > James Puopolo
bjj-4230-419,4230,Shimon Mochizuki,419,Leonardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Shimon Mochizuki > Janni Larsson
bjj-4107-4230,4107,Janni Larsson,4230,Shimon Mochizuki,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Shimon Mochizuki > Janni Larsson
bjj-13064-6507,13064,Janaina Lebre,6507,Regis Lebre,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > Régis Lebre > Janaina Maia Lebre
bjj-v_antonio_carlos-338,v_antonio_carlos,Antonio Carlos,338,Ricardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Antônio Carlos > Jansen Gomes
bjj-12506-v_antonio_carlos,12506,Jansen Gomes,v_antonio_carlos,Antonio Carlos,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > Antônio Carlos > Jansen Gomes
bjj-13132-8394,13132,Jasmine Rocha,8394,Vagner Rocha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Crolin Gracie > Jorge Popovitch > Pablo Popovitch > Vagner Rocha > Jasmine Rocha
bjj-1858-52,1858,Matt Serra,52,Renzo Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Renzo Gracie > Matt Serra > Jason Rau
bjj-10759-1858,10759,Jason Rau,1858,Matt Serra,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Renzo Gracie > Matt Serra > Jason Rau
bjj-4706-647,4706,Javier Vazquez,647,Rodrigo Medeiros,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Rodrigo Medeiros > Javier Vazquez
bjj-13680-144,13680,Javier Zaruski,144,Andre Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Javier Zaruski
bjj-13996-1155,13996,Jeferson Fagundes,1155,Cicero Costha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Cicero Costha > Jefferson Fagundes
bjj-10506-1155,10506,Jeferson Guaresi,1155,Cicero Costha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Cicero Costha > Jeferson Guaresi
bjj-v_burtom_deivisom-702,v_burtom_deivisom,Burtom Deivisom,702,Muzio de Angelis,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Roberto Traven > Muzio de Angelis > Burtom Deivisom > Thiago Barreto > Jefferson Goteu
bjj-8819-v_burtom_deivisom,8819,Thiago Barreto,v_burtom_deivisom,Burtom Deivisom,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Roberto Traven > Muzio de Angelis > Burtom Deivisom > Thiago Barreto > Jefferson Goteu
bjj-13955-8819,13955,Jefferson Goteu,8819,Thiago Barreto,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Roberto Traven > Muzio de Angelis > Burtom Deivisom > Thiago Barreto > Jefferson Goteu
bjj-v_carlos_augusto-6041,v_carlos_augusto,Carlos Augusto,6041,Reylson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reylson Gracie > Carlos Augusto > Jefferson Moura
bjj-1214-v_carlos_augusto,1214,Jefferson Moura,v_carlos_augusto,Carlos Augusto,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reylson Gracie > Carlos Augusto > Jefferson Moura
bjj-1031-929,1031,Jake Shields,929,Cesar Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Robson Gracie > Cesar Gracie > Jake Shields
bjj-235-1813,235,Jean Kleber,1813,Jair Lourenco,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > André Pederneiras > Jair Lourenco > Jean Kleber
bjj-610-630,610,Jeff Glover,630,Ricardo Miller,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Jacare > Ricardo Miller > Jeff Glover
bjj-364-355,364,Jeff Joslin,355,Romero Cavalcanti,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Jeff Joslin
bjj-9114-515,9114,JW Wright,515,Royler Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > JW Wright > Jena Bishop
bjj-8223-9114,8223,Jena Bishop,9114,JW Wright,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > JW Wright > Jena Bishop
bjj-1423-553,1423,Jeremy Arel,553,Roberto Correa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Roberto Correa > Jeremy Arel
bjj-9440-582,9440,Jeremy Jackson,582,Caio Terra,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C Gracie > Reylson Gracie > Paulo Maurício Strauch > Caio Terra > Jeremy Jackson
bjj-12259-8682,12259,Jeremy Skinner,8682,Lachlan Giles,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Jean Jacques Machado > Rigan Machado > John Will > John Simon > Lachlan Giles > Jeremy Skinner
bjj-11690-415,11690,Jessa Khan,415,Guilherme Mendes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Carlson Gracie > André Pederneiras > Ramon Lemos > Guilherme Mendes > Jessa Khan
bjj-v_markku_juntunen-666,v_markku_juntunen,Markku Juntunen,666,Alexandre Paiva,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Alexandre Paiva > Markku Juntunen > Jesse Urholin
bjj-7608-v_markku_juntunen,7608,Jesse Urholin,v_markku_juntunen,Markku Juntunen,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Alexandre Paiva > Markku Juntunen > Jesse Urholin
bjj-v_orlando_barradas-hist_helio,v_orlando_barradas,Orlando Barradas,hist_helio,Helio Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Orlando Barradas > Augusto Vicente > Alessandro Nunes > Jessica Caroline
bjj-v_augusto_vicente-v_orlando_barradas,v_augusto_vicente,Augusto Vicente,v_orlando_barradas,Orlando Barradas,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Orlando Barradas > Augusto Vicente > Alessandro Nunes > Jessica Caroline
bjj-v_alessandro_nunes-v_augusto_vicente,v_alessandro_nunes,Alessandro Nunes,v_augusto_vicente,Augusto Vicente,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Orlando Barradas > Augusto Vicente > Alessandro Nunes > Jessica Caroline
bjj-11314-v_alessandro_nunes,11314,Jessica Caroline,v_alessandro_nunes,Alessandro Nunes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Orlando Barradas > Augusto Vicente > Alessandro Nunes > Jessica Caroline
bjj-v_guilherme_bagaco-6683,v_guilherme_bagaco,Guilherme Bagaço,6683,Ryan Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Gracie Júnior > Ryan Gracie > Guilherme Bagaço > Anderson Silva (Banana) > Jessica Cristina
bjj-v_anderson_silva_banana-v_guilherme_bagaco,v_anderson_silva_banana,Anderson Silva (Banana),v_guilherme_bagaco,Guilherme Bagaço,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Gracie Júnior > Ryan Gracie > Guilherme Bagaço > Anderson Silva (Banana) > Jessica Cristina
bjj-v_jessica_cristina-v_anderson_silva_banana,v_jessica_cristina,Jessica Cristina,v_anderson_silva_banana,Anderson Silva (Banana),black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Gracie Júnior > Ryan Gracie > Guilherme Bagaço > Anderson Silva (Banana) > Jessica Cristina
bjj-7817-371,7817,Jessica Flowers,371,Henrique Machado,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Reyson Gracie > Osvaldo Alves > Henrique Machado > Jessica Flowers
bjj-921-1716,921,Rafael Barbosa,1716,Andre Almeida,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Ricardo Libório > André Almeida > Rafael “Formiga” Barbosa > Jessica Swanson
bjj-9096-921,9096,Jessica Swanson,921,Rafael Barbosa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlson Gracie > Ricardo Libório > André Almeida > Rafael “Formiga” Barbosa > Jessica Swanson
bjj-12551-144,12551,Jhenifer Aquino,144,Andre Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Jhenifer Aquino
bjj-644-419,644,Joao Assis,419,Leonardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > João Assis
bjj-14255-921,14255,Joao Assonitis,921,Rafael Barbosa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Crézio de Souza > André Almeida > Rafael Barbosa > João Assonitis
bjj-11960-2416,11960,Joao Cizeski,2416,Felipe Pena,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Vinicius Magalhães > Marcelo Azevedo > Felipe Pena > João Cizeski
bjj-12178-224,12178,Joao Costa,224,Roberto Abreu,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Francisco Toco > Roberto Abreu > João Costa
bjj-1500-1495,1500,Joao Faria,1495,Flavio Behring,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Flavio Behring > Joao Faria
bjj-9074-144,9074,Joao Mendes,144,Andre Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > R. Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > João Mendes
bjj-2997-1155,2997,Joao Miyao,1155,Cicero Costha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Cicero Costha > João Miyao
bjj-v_joao_nicolite-1386,v_joao_nicolite,Joao Nicolite,1386,Davi Ramos,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Davi Ramos > Joao Nicolite
bjj-11423-693,11423,Meyram Maquine,693,Luiz Guilherme,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson G. > Jorge Pereira > Luiz Guilherme > Meyram Maquine > Gabriel Galvão
bjj-14078-11423,14078,Joao Gabriel Galvao,11423,Meyram Maquine,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson G. > Jorge Pereira > Luiz Guilherme > Meyram Maquine > Gabriel Galvão
bjj-3028-921,3028,Leandro Escobar,921,Rafael Barbosa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Crézio de Souza > André Almeida > Rafael Barbosa > Leandro Escobar > João Gabriel Rocha
bjj-2403-3028,2403,Joao Gabriel Rocha,3028,Leandro Escobar,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Crézio de Souza > André Almeida > Rafael Barbosa > Leandro Escobar > João Gabriel Rocha
bjj-8444-790,8444,Moacir Mendes Junior,790,Mario Reis,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Álvaro Barreto > Sylvio Behring > Mário Reis > Moacir Mendes Júnior > João Paulo Neto
bjj-8351-8444,8351,Joao Paulo Neto,8444,Moacir Mendes Junior,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Álvaro Barreto > Sylvio Behring > Mário Reis > Moacir Mendes Júnior > João Paulo Neto
bjj-v_guilherme_gobatti-6683,v_guilherme_gobatti,Guilherme Gobatti,6683,Ryan Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Ryan Gracie > Guilherme Gobatti > osyclay Gomes > João Pedro Menezes
bjj-v_osyclay_gomes-v_guilherme_gobatti,v_osyclay_gomes,osyclay Gomes,v_guilherme_gobatti,Guilherme Gobatti,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Ryan Gracie > Guilherme Gobatti > osyclay Gomes > João Pedro Menezes
bjj-14178-v_osyclay_gomes,14178,Joao Pedro Menezes,v_osyclay_gomes,osyclay Gomes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Ryan Gracie > Guilherme Gobatti > osyclay Gomes > João Pedro Menezes
bjj-3384-hist_rolls,3384,Crolin Gracie,hist_rolls,Rolls Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Crolin Gracie > Alexandre de Souza > Joao Zeferino
bjj-521-449,521,Joao Zeferino,449,Alexandre de Souza,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Crolin Gracie > Alexandre de Souza > Joao Zeferino
bjj-1719-hist_helio,1719,Joao Alberto Barreto,hist_helio,Helio Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Joao Alberto Barreto
bjj-3366-3016,3366,Joao Paulo Oliveira,3016,Paulo Mauricio Strauch,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Reylson Gracie > Paulo Maurício Strauch > João Oliveira
bjj-v_josh_johnson-v_luiz_palhares,v_josh_johnson,Josh Johnson,v_luiz_palhares,Luiz Palhares,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Luiz Palhares > Josh Johnson > Joe Baize
